graph	algo	n	m	e	rn	rm	re	offset	time	seed
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce4	94998	302862	2.45	94998	302861	2.45	0	0.06584	1
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce14	1540071	6036162	2.51	481040	501756	2.47	402188	5.48014	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce5	94998	302862	2.45	94996	302773	2.45	0	0.33733	1
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce6	94998	302862	2.45	94998	302861	2.45	0	0.31054	1
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	0.87349	1
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce9	94998	302862	2.45	0	0	0.00	32017	0.86557	1
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce10	94998	302862	2.45	0	0	0.00	32017	0.93545	1
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce12	1575975	266199	15.93	661681	122512	10.96	73900	391.56602	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce12	94998	302862	2.45	0	0	0.00	32017	0.86427	1
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce13	94998	302862	2.45	0	0	0.00	32017	0.85559	1
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce14	94998	302862	2.45	0	0	0.00	32017	0.85638	1
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce15	94998	302862	2.45	91404	93166	3.06	31	0.17523	1
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce1	94998	302862	2.45	94998	302861	2.45	0	0.03527	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce2	94998	302862	2.45	94998	302861	2.45	0	0.03152	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce3	94998	302862	2.45	94998	93258	3.15	0	0.08994	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce4	94998	302862	2.45	94998	302861	2.45	0	0.06365	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce5	94998	302862	2.45	94996	302773	2.45	0	0.33811	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce6	94998	302862	2.45	94998	302861	2.45	0	0.31188	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	0.87082	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce9	94998	302862	2.45	0	0	0.00	32017	0.86597	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce10	94998	302862	2.45	0	0	0.00	32017	0.94023	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce12	94998	302862	2.45	0	0	0.00	32017	0.86081	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce13	94998	302862	2.45	0	0	0.00	32017	0.85088	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce14	94998	302862	2.45	0	0	0.00	32017	0.85345	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce15	94998	302862	2.45	91404	93166	3.06	31	0.16913	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce1	94998	302862	2.45	94998	302861	2.45	0	0.03397	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce2	94998	302862	2.45	94998	302861	2.45	0	0.03136	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce3	94998	302862	2.45	94998	93258	3.15	0	0.08876	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce4	94998	302862	2.45	94998	302861	2.45	0	0.06322	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce5	94998	302862	2.45	94996	302773	2.45	0	0.33628	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce6	94998	302862	2.45	94998	302861	2.45	0	0.30613	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	0.87406	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce9	94998	302862	2.45	0	0	0.00	32017	0.86602	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce10	94998	302862	2.45	0	0	0.00	32017	0.93560	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce12	94998	302862	2.45	0	0	0.00	32017	0.86172	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce13	94998	302862	2.45	0	0	0.00	32017	0.85036	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce14	94998	302862	2.45	0	0	0.00	32017	0.85459	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce15	94998	302862	2.45	91404	93166	3.06	31	0.17141	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce1	94998	302862	2.45	94998	302861	2.45	0	0.03380	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce2	94998	302862	2.45	94998	302861	2.45	0	0.03104	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce3	94998	302862	2.45	94998	93258	3.15	0	0.08996	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce4	94998	302862	2.45	94998	302861	2.45	0	0.06424	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce5	94998	302862	2.45	94996	302773	2.45	0	0.33901	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce6	94998	302862	2.45	94998	302861	2.45	0	0.30576	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	0.87411	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce9	94998	302862	2.45	0	0	0.00	32017	0.87048	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce10	94998	302862	2.45	0	0	0.00	32017	0.93526	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce7	94998	302862	2.45	32813	3019	2.01	0	55.36368	1
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce12	94998	302862	2.45	0	0	0.00	32017	0.86574	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce13	94998	302862	2.45	0	0	0.00	32017	0.85058	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce14	94998	302862	2.45	0	0	0.00	32017	0.85995	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce15	94998	302862	2.45	91404	93166	3.06	31	0.17285	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce1	400006	1019221	2.39	400006	1008972	2.40	0	0.13218	1
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce11	94998	302862	2.45	837	1829	2.05	31590	57.13539	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce2	400006	1019221	2.39	331760	818711	2.41	28362	0.12726	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce3	400006	1019221	2.39	400006	943882	2.41	0	0.25702	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce4	400006	1019221	2.39	303460	818711	2.34	28362	0.20447	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce5	400006	1019221	2.39	337519	894759	2.32	0	0.40462	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce6	400006	1019221	2.39	303540	762211	2.43	50922	0.42604	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce7	400006	1019221	2.39	182218	229689	2.69	0	0.53352	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.72145	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce9	400006	1019221	2.39	55167	229689	2.69	127051	0.70164	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce10	400006	1019221	2.39	55167	229689	2.69	127051	0.77167	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce11	400006	1019221	2.39	55167	229689	2.69	127051	0.62475	1
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce7	94998	302862	2.45	32813	3019	2.01	0	55.23341	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce12	400006	1019221	2.39	55167	229689	2.69	127051	0.70640	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce13	400006	1019221	2.39	55167	229689	2.69	127051	0.63087	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce14	400006	1019221	2.39	55167	229689	2.69	127051	0.64303	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce15	400006	1019221	2.39	258960	668424	2.39	56209	0.60149	1
sat14_UCG-15-10p1.cnf.hgr.random100	reduce1	400006	1019221	2.39	400006	1008972	2.40	0	0.12444	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce2	400006	1019221	2.39	331760	818711	2.41	28362	0.12190	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce11	94998	302862	2.45	837	1829	2.05	31590	57.01257	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce3	400006	1019221	2.39	400006	943882	2.41	0	0.25885	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce4	400006	1019221	2.39	303460	818711	2.34	28362	0.20857	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce5	400006	1019221	2.39	337519	894759	2.32	0	0.40050	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce6	400006	1019221	2.39	303540	762211	2.43	50922	0.42884	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce7	400006	1019221	2.39	182218	229689	2.69	0	0.53896	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.71041	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce9	400006	1019221	2.39	55167	229689	2.69	127051	0.69471	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce10	400006	1019221	2.39	55167	229689	2.69	127051	0.77104	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce11	400006	1019221	2.39	55167	229689	2.69	127051	0.61930	21
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce7	94998	302862	2.45	32813	3019	2.01	0	55.30758	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce12	400006	1019221	2.39	55167	229689	2.69	127051	0.70172	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce13	400006	1019221	2.39	55167	229689	2.69	127051	0.62824	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce14	400006	1019221	2.39	55167	229689	2.69	127051	0.64734	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce15	400006	1019221	2.39	258960	668424	2.39	56209	0.60419	21
sat14_UCG-15-10p1.cnf.hgr.random100	reduce1	400006	1019221	2.39	400006	1008972	2.40	0	0.12846	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce11	94998	302862	2.45	837	1829	2.05	31590	57.08076	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce2	400006	1019221	2.39	331760	818711	2.41	28362	0.12297	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce3	400006	1019221	2.39	400006	943882	2.41	0	0.25964	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce4	400006	1019221	2.39	303460	818711	2.34	28362	0.20873	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce5	400006	1019221	2.39	337519	894759	2.32	0	0.40849	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce6	400006	1019221	2.39	303540	762211	2.43	50922	0.43530	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce7	400006	1019221	2.39	182218	229689	2.69	0	0.54247	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.73731	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce9	400006	1019221	2.39	55167	229689	2.69	127051	0.70997	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce10	400006	1019221	2.39	55167	229689	2.69	127051	0.78860	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce11	400006	1019221	2.39	55167	229689	2.69	127051	0.62970	203
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce7	94998	302862	2.45	32813	3019	2.01	0	55.66770	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce12	400006	1019221	2.39	55167	229689	2.69	127051	0.71606	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce13	400006	1019221	2.39	55167	229689	2.69	127051	0.63947	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce14	400006	1019221	2.39	55167	229689	2.69	127051	0.65621	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce15	400006	1019221	2.39	258960	668424	2.39	56209	0.61507	203
sat14_UCG-15-10p1.cnf.hgr.random100	reduce1	400006	1019221	2.39	400006	1008972	2.40	0	0.12234	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce2	400006	1019221	2.39	331760	818711	2.41	28362	0.12524	1002
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce11	94998	302862	2.45	837	1829	2.05	31590	57.52972	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce3	400006	1019221	2.39	400006	943882	2.41	0	0.26083	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce4	400006	1019221	2.39	303460	818711	2.34	28362	0.21067	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce5	400006	1019221	2.39	337519	894759	2.32	0	0.40123	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce6	400006	1019221	2.39	303540	762211	2.43	50922	0.43476	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce7	400006	1019221	2.39	182218	229689	2.69	0	0.54889	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.72505	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce9	400006	1019221	2.39	55167	229689	2.69	127051	0.70730	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce10	400006	1019221	2.39	55167	229689	2.69	127051	0.78363	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce11	400006	1019221	2.39	55167	229689	2.69	127051	0.62446	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce12	400006	1019221	2.39	55167	229689	2.69	127051	0.72280	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce13	400006	1019221	2.39	55167	229689	2.69	127051	0.63581	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce14	400006	1019221	2.39	55167	229689	2.69	127051	0.65415	1002
sat14_UCG-15-10p1.cnf.hgr.random100	reduce15	400006	1019221	2.39	258960	668424	2.39	56209	0.60735	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce1	200003	1019221	2.39	200003	1008972	2.40	0	0.11332	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce2	200003	1019221	2.39	200003	1008972	2.40	0	0.10053	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce3	200003	1019221	2.39	200003	481853	2.81	0	0.21572	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce4	200003	1019221	2.39	200003	1008972	2.40	0	0.13468	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce5	200003	1019221	2.39	196544	973944	2.35	0	0.30126	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce6	200003	1019221	2.39	200003	1008972	2.40	0	0.26157	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce7	200003	1019221	2.39	159085	706465	2.35	0	0.40937	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.72361	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce9	200003	1019221	2.39	155379	273436	2.85	703	0.70782	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce10	200003	1019221	2.39	155379	273436	2.85	703	0.71473	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce11	200003	1019221	2.39	155379	684777	2.35	703	0.63780	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce12	200003	1019221	2.39	155379	273436	2.85	703	0.70544	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce13	200003	1019221	2.39	158179	283276	2.84	703	0.62488	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce14	200003	1019221	2.39	155379	273436	2.85	703	0.64052	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce15	200003	1019221	2.39	196520	414909	2.80	10	0.50778	1
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce1	200003	1019221	2.39	200003	1008972	2.40	0	0.11250	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce2	200003	1019221	2.39	200003	1008972	2.40	0	0.10545	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce3	200003	1019221	2.39	200003	481853	2.81	0	0.21302	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce4	200003	1019221	2.39	200003	1008972	2.40	0	0.13321	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce5	200003	1019221	2.39	196544	973944	2.35	0	0.30778	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce6	200003	1019221	2.39	200003	1008972	2.40	0	0.26006	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce7	200003	1019221	2.39	159085	706465	2.35	0	0.40181	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.72120	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce9	200003	1019221	2.39	155379	273436	2.85	703	0.71059	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce10	200003	1019221	2.39	155379	273436	2.85	703	0.71764	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce11	200003	1019221	2.39	155379	684777	2.35	703	0.63338	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce12	200003	1019221	2.39	155379	273436	2.85	703	0.70263	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce13	200003	1019221	2.39	158179	283276	2.84	703	0.62659	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce14	200003	1019221	2.39	155379	273436	2.85	703	0.64501	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce15	200003	1019221	2.39	196520	414909	2.80	10	0.49649	21
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce1	200003	1019221	2.39	200003	1008972	2.40	0	0.11535	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce2	200003	1019221	2.39	200003	1008972	2.40	0	0.10139	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce3	200003	1019221	2.39	200003	481853	2.81	0	0.21277	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce4	200003	1019221	2.39	200003	1008972	2.40	0	0.13287	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce5	200003	1019221	2.39	196544	973944	2.35	0	0.30846	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce6	200003	1019221	2.39	200003	1008972	2.40	0	0.26605	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce7	200003	1019221	2.39	159085	706465	2.35	0	0.40718	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.72302	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce9	200003	1019221	2.39	155379	273436	2.85	703	0.70967	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce10	200003	1019221	2.39	155379	273436	2.85	703	0.71713	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce11	200003	1019221	2.39	155379	684777	2.35	703	0.63974	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce12	200003	1019221	2.39	155379	273436	2.85	703	0.70571	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce13	200003	1019221	2.39	158179	283276	2.84	703	0.62357	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce14	200003	1019221	2.39	155379	273436	2.85	703	0.63954	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce15	200003	1019221	2.39	196520	414909	2.80	10	0.49442	203
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce1	200003	1019221	2.39	200003	1008972	2.40	0	0.11843	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce2	200003	1019221	2.39	200003	1008972	2.40	0	0.10690	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce3	200003	1019221	2.39	200003	481853	2.81	0	0.21623	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce4	200003	1019221	2.39	200003	1008972	2.40	0	0.13011	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce5	200003	1019221	2.39	196544	973944	2.35	0	0.30272	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce6	200003	1019221	2.39	200003	1008972	2.40	0	0.26407	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce7	200003	1019221	2.39	159085	706465	2.35	0	0.40765	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.72226	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce9	200003	1019221	2.39	155379	273436	2.85	703	0.70637	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce10	200003	1019221	2.39	155379	273436	2.85	703	0.71563	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce11	200003	1019221	2.39	155379	684777	2.35	703	0.63948	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce12	200003	1019221	2.39	155379	273436	2.85	703	0.70760	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce13	200003	1019221	2.39	158179	283276	2.84	703	0.62994	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce14	200003	1019221	2.39	155379	273436	2.85	703	0.64620	1002
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce15	200003	1019221	2.39	196520	414909	2.80	10	0.49227	1002
shermanACb.mtx.hgr.random100.rendered	reduce1	18510	18510	7.84	18510	18369	7.89	0	0.00902	1
shermanACb.mtx.hgr.random100.rendered	reduce2	18510	18510	7.84	1889	1914	2.15	1022	0.00990	1
shermanACb.mtx.hgr.random100.rendered	reduce3	18510	18510	7.84	18510	6287	12.47	0	0.08192	1
shermanACb.mtx.hgr.random100.rendered	reduce4	18510	18510	7.84	147	77	2.36	1799	0.42982	1
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.02732	1
shermanACb.mtx.hgr.random100.rendered	reduce9	18510	18510	7.84	0	0	0.00	1912	0.02293	1
shermanACb.mtx.hgr.random100.rendered	reduce10	18510	18510	7.84	0	0	0.00	1912	0.79207	1
shermanACb.mtx.hgr.random100.rendered	reduce11	18510	18510	7.84	0	0	0.00	1912	0.02473	1
shermanACb.mtx.hgr.random100.rendered	reduce6	18510	18510	7.84	18215	18073	6.70	85	6.50726	1
shermanACb.mtx.hgr.random100.rendered	reduce12	18510	18510	7.84	0	0	0.00	1912	0.02525	1
shermanACb.mtx.hgr.random100.rendered	reduce13	18510	18510	7.84	0	0	0.00	1912	0.02091	1
shermanACb.mtx.hgr.random100.rendered	reduce14	18510	18510	7.84	0	0	0.00	1912	0.02452	1
shermanACb.mtx.hgr.random100.rendered	reduce15	18510	18510	7.84	0	0	0.00	1912	0.02411	1
shermanACb.mtx.hgr.random100.rendered	reduce1	18510	18510	7.84	18510	18369	7.89	0	0.00862	21
shermanACb.mtx.hgr.random100.rendered	reduce2	18510	18510	7.84	1889	1914	2.15	1022	0.00991	21
shermanACb.mtx.hgr.random100.rendered	reduce3	18510	18510	7.84	18510	6287	12.47	0	0.08588	21
shermanACb.mtx.hgr.random100.rendered	reduce4	18510	18510	7.84	147	77	2.36	1799	0.43594	21
shermanACb.mtx.hgr.random100.rendered	reduce5	18510	18510	7.84	9620	12528	5.96	126	16.43315	1
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.02648	21
shermanACb.mtx.hgr.random100.rendered	reduce9	18510	18510	7.84	0	0	0.00	1912	0.02273	21
shermanACb.mtx.hgr.random100.rendered	reduce10	18510	18510	7.84	0	0	0.00	1912	0.77813	21
shermanACb.mtx.hgr.random100.rendered	reduce11	18510	18510	7.84	0	0	0.00	1912	0.02563	21
shermanACb.mtx.hgr.random100.rendered	reduce12	18510	18510	7.84	0	0	0.00	1912	0.02066	21
shermanACb.mtx.hgr.random100.rendered	reduce6	18510	18510	7.84	18215	18073	6.70	85	6.79357	21
shermanACb.mtx.hgr.random100.rendered	reduce13	18510	18510	7.84	0	0	0.00	1912	0.02573	21
shermanACb.mtx.hgr.random100.rendered	reduce14	18510	18510	7.84	0	0	0.00	1912	0.02419	21
shermanACb.mtx.hgr.random100.rendered	reduce15	18510	18510	7.84	0	0	0.00	1912	0.02431	21
shermanACb.mtx.hgr.random100.rendered	reduce1	18510	18510	7.84	18510	18369	7.89	0	0.00861	203
shermanACb.mtx.hgr.random100.rendered	reduce2	18510	18510	7.84	1889	1914	2.15	1022	0.01692	203
shermanACb.mtx.hgr.random100.rendered	reduce3	18510	18510	7.84	18510	6287	12.47	0	0.08694	203
shermanACb.mtx.hgr.random100.rendered	reduce4	18510	18510	7.84	147	77	2.36	1799	0.43771	203
shermanACb.mtx.hgr.random100.rendered	reduce5	18510	18510	7.84	9620	12528	5.96	126	18.35798	21
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.02632	203
shermanACb.mtx.hgr.random100.rendered	reduce9	18510	18510	7.84	0	0	0.00	1912	0.02283	203
shermanACb.mtx.hgr.random100.rendered	reduce10	18510	18510	7.84	0	0	0.00	1912	0.87241	203
shermanACb.mtx.hgr.random100.rendered	reduce11	18510	18510	7.84	0	0	0.00	1912	0.02589	203
shermanACb.mtx.hgr.random100.rendered	reduce6	18510	18510	7.84	18215	18073	6.70	85	6.49317	203
shermanACb.mtx.hgr.random100.rendered	reduce12	18510	18510	7.84	0	0	0.00	1912	0.02560	203
shermanACb.mtx.hgr.random100.rendered	reduce13	18510	18510	7.84	0	0	0.00	1912	0.02549	203
shermanACb.mtx.hgr.random100.rendered	reduce14	18510	18510	7.84	0	0	0.00	1912	0.02408	203
shermanACb.mtx.hgr.random100.rendered	reduce15	18510	18510	7.84	0	0	0.00	1912	0.02374	203
shermanACb.mtx.hgr.random100.rendered	reduce1	18510	18510	7.84	18510	18369	7.89	0	0.00885	1002
shermanACb.mtx.hgr.random100.rendered	reduce2	18510	18510	7.84	1889	1914	2.15	1022	0.01494	1002
shermanACb.mtx.hgr.random100.rendered	reduce3	18510	18510	7.84	18510	6287	12.47	0	0.08667	1002
shermanACb.mtx.hgr.random100.rendered	reduce4	18510	18510	7.84	147	77	2.36	1799	0.43466	1002
shermanACb.mtx.hgr.random100.rendered	reduce5	18510	18510	7.84	9620	12528	5.96	126	17.76698	203
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.02587	1002
