graph	algo	size	time	opt	seed	mem
poli3.mtx.hgr.random100	ILP	3523	0.0714205	1	21	23552
psse2.mtx.hgr.random100	ILP	3098	0.170827	1	21	36480
rgg_n_2_18_s0.mtx.hgr.random100	ILP	19200	3600.25	0	21	777984
sat14_6s11-opt.cnf.hgr.random100	ILP	30343	6.31119	1	21	363308
sat14_6s12.cnf.hgr.random100	ILP	31353	15.9415	1	21	392772
sat14_6s130-opt.cnf.hgr.random100	ILP	45782	72.8817	1	21	594012
sat14_6s130-opt.cnf.primal.hgr.random100	ILP	18727	34.6613	1	21	349356
sat14_6s133.cnf.primal.hgr.random100	ILP	18577	5.55938	1	21	260484
sat14_6s16.cnf.primal.hgr.random100	ILP	11807	4.23734	1	21	179344
sat14_6s184.cnf.hgr.random100	ILP	30630	17.4715	1	21	382656
sat14_ACG-20-10p1.cnf.dual.hgr.random100	ILP	176389	3600.57	0	21	4591292
sat14_AProVE07-27.cnf.dual.hgr.random100	ILP	3165	5.83698	1	21	97076
sat14_atco_enc1_opt2_05_4.cnf.dual.hgr.random100	ILP	7086	17.327	1	21	628240
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	ILP	4594	91.3752	1	21	517720
sat14_bob12m09-opt.cnf.dual.hgr.random100	ILP	24209	18.4809	1	21	301856
sat14_dated-10-11-u.cnf.hgr.random100	ILP	90537	98.9821	1	21	621540
sat14_dated-10-17-u.cnf.hgr.random100	ILP	146162	3600.27	0	21	1178208
sat14_E02F22.cnf.primal.hgr.random100	ILP	594	186.939	1	21	3468224
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	ILP	91911	544.145	1	21	1661364
sat14_manol-pipe-c10nidw.cnf.dual.hgr.random100	ILP	163439	3600.56	0	21	4714864
sat14_MD5-30-5.cnf.dual.hgr.random100	ILP	2920	3600.03	0	21	489960
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	ILP	166047	55.2882	1	21	1272156
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	ILP	104936	3600.71	0	21	3890220
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	ILP	101292	3601.34	0	21	8759916
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	ILP	131181	341.799	1	21	1903948
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	ILP	484565	315.205	1	21	2344848
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	ILP	474426	3602.04	0	21	5463128
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	ILP	1228271	3602.33	0	21	14684588
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	ILP	602028	3601.69	0	21	6825340
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	ILP	32017	4.37547	1	21	377792
sat14_UCG-15-10p1.cnf.hgr.random100	ILP	132284	3600.29	0	21	1044116
sat14_UCG-15-10p1.cnf.primal.hgr.random100	ILP	39543	3600.33	0	21	2566548
shermanACb.mtx.hgr.random100.rendered	ILP	1912	0.355488	1	21	38340
ship_001.mtx.hgr.random100	ILP	238	3600.16	0	21	414896
sls.mtx.hgr.random100	ILP	54721	84.8431	1	21	2243076
soc-sign-epinions.mtx.hgr.random100	ILP	70473	0.963184	1	21	170804
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	ILP	7556	1.23695	1	21	217072
xenon2.mtx.hgr.random100	ILP	4240	3600.17	0	21	500960
ABACUS_shell_hd.mtx.hgr.random100	ILP	2541	3600.01	0	203	561828
as-22july06.mtx.hgr.random100	ILP	2057	0.145849	1	203	36712
as-caida.mtx.hgr.random100	ILP	7339	0.183746	1	203	40960
